MLS Number,Property Type,Status,Street Number,Street Name,Unit Number,City/Location,Zip Code,County,List Price,Close Price,Close Date,Area,Subdivision,Master Planned Community,Market Area,School District,School Elementary,School Middle,School High,Building SqFt,Price Sq Ft List,Price Sq Ft Sold,Lot Size,Acres,Price Acre List,Price Acre Sales,Year Built,Bedrooms,Baths Full,Baths Half,Baths Total,Room Count,Fireplaces Number,Stories,New Construction,New Construction Desc,Pool Private,No Of Garage Cap,Style,DOM,CDOM,List Office MLSID,List Office Name,List Agent MLSID,List Agent Full Name,Selling Office MLSID,Selling Office Name,Selling Agent MLSID,Selling Agent Full Name,Realist Owner Name,Last Change Timestamp,List Date 
66846856,Single-Family,Sold,3130,Katy Hockley,,Katy,77493,Harris,$296000,$270000,01/11/2010 12:00:00 AM,25,KATY HOCKLEY ESTATES,,Katy - Old Towne,30 - Katy,KING ELEMENTARY SCHOOL,KATY JUNIOR HIGH SCHOOL,KATY HIGH SCHOOL,2439,$121.36,$110.70,43561,1,,,1996,4,2,2,2.2,10,1,1,False,,False,3,Ranch,59,59,RMXF01,RE/MAX Fry Road,KARAPASK,Karen Karapasha,RMXF01,RE/MAX Fry Road,KARAPASK,Karen Karapasha,,,10/30/2009 12:00:00 AM
87741948,Single-Family,Sold,5010,Redstart,,Houston,77035,Harris,$289000,$270000,01/14/2010 12:00:00 AM,20,WESTBURY,,Brays Oaks,27 - Houston,KOLTER ELEMENTARY SCHOOL,MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,1895,$152.51,$142.48,8400,,,,1959,3,2,0,2,9,,1,False,,False,2,Traditional,71,71,TRNR01,Martha Turner Sotheby's International Realty,HILARI,Hilari Tayrien,GKPI01,Greenwood King Properties,MONTBARB,Barbara Montgomery,,,09/24/2009 12:00:00 AM
2092189,Single-Family,Sold,16006,Chart House,,Houston,77044,Harris,$269900,$269900,01/13/2010 12:00:00 AM,1,Lakeshore,,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WOODCREEK MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,4229,$63.82,$63.82,,,,,2007,4,3,1,3.1,10,1,2,False,,False,3,English,333,333,RMXX02,RE/MAX Associates Northeast II,jcrawford,Jackie Crawford,COLD25,"Coldwell Banker United, REALTORS",KIASU,Lucinda Marchesani,,,04/24/2008 12:00:00 AM
82933439,Single-Family,Sold,10410,Kicking Horse,,Cypress,77433,Harris,$285900,$269231,01/27/2010 12:00:00 AM,25,Cypress Creek Lakes,Cypress Creek Lakes,Cypress South,13 - Cypress-Fairbanks,WARNER ELEMENTARY SCHOOL,SMITH MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CYPRESS RANCH HIGH SCHOOL,3191,$89.60,$84.37,,,,,2010,4,3,0,3,12,1,1,True,Never Lived In,False,3,Georgian,56,56,PDMI01,Perry Development Management,PDMI,Richard Hale,RMLA01,RE/MAX Lakeland,FOREDAWN,Dawn Fore,,,11/23/2009 12:00:00 AM
80977039,Single-Family,Sold,4518,Elmstone,,Kingwood,77345,Harris,$278500,$269000,01/08/2010 12:00:00 AM,32,KINGS CROSSING SEC 21,Kingwood,Kingwood East,29 - Humble,GREENTREE ELEMENTARY SCHOOL,CREEKWOOD MIDDLE SCHOOL,KINGWOOD HIGH SCHOOL,2176,$127.99,$123.62,8650,,,,1996,3,2,0,2,9,1,1,False,,True,2,Traditional,43,43,RMXX01,RE/MAX Associates Northeast,MarBrown,Marian Brown,HNPG01,Holtzapple / Neal Properties,RHOLTZ,Ray Holtzapple,,,10/27/2009 12:00:00 AM
42080404,Single-Family,Sold,5327,Jason,,Houston,77096,Harris,$274500,$267000,01/25/2010 12:00:00 AM,20,BRAESMONT,,Meyerland Area,27 - Houston,LOVETT ELEMENTARY SCHOOL,MEYERLAND MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,1813,$151.41,$147.27,10790,,,,1963,3,2,0,2,9,,1,False,,False,2,Traditional,3,3,TRNR01,Martha Turner Sotheby's International Realty,stow,Nancy Stow,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,12/29/2009 12:00:00 AM
52719455,Single-Family,Sold,3002,Falls At Fairdale,,Houston,77057,Harris,$264900,$267000,01/22/2010 12:00:00 AM,22,Falls at Fairdale,,Galleria,27 - Houston,PILGRIM ACADEMY,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,2778,$95.36,$96.11,1554,,,,2007,4,3,1,3.1,10,1,3,False,,False,2,Traditional,108,108,EAKR01,Star Realty Group,LYNNB,Lynn Batagower,RMPO01,360 Property Agency,ThaiKlam,Thai Klam,,,04/27/2009 12:00:00 AM
5589655,Single-Family,Sold,4003,Markham,,Houston,77027,Harris,$249900,$265000,01/05/2010 12:00:00 AM,16,WESLAYAN PLAZA 1,,Highland Village/Midlane,27 - Houston,SCHOOL AT ST GEORGE PLACE,LANIER MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1342,$34.71,$197.47,7200,,,,1951,3,1,0,1,8,,1,False,,False,1,Traditional,54,78,BERK01,Berkshire Hathaway HomeService,BOBVS,Robert Van Slyke,KWSW01,Keller Williams Realty -SW,zahabia,Zahabia Bandukwala,,,08/28/2009 12:00:00 AM
37434070,Single-Family,Sold,1111,Peden,,Houston,77006,Harris,$289000,$264500,01/21/2010 12:00:00 AM,16,ROSEMONT HEIGHTS EXT,,Montrose,27 - Houston,WILLIAM WHARTON K-8 DUAL LANGUAGE ACADEMY,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),1549,$46.61,$170.76,6200,,,,1935,2,1,0,1,,,1,False,,False,0,Other Style,76,76,TREE01,Oakington Realty,JLAVIAGE,Jason Laviage,DLTA01,Delta Realty Group,JOSEB,Jose Berlanga,,,05/13/2009 12:00:00 AM
44436412,Single-Family,Sold,11630,Wilcant,,Cypress,77429,Harris,$274500,$262500,01/25/2010 12:00:00 AM,10,LONGWOOD VILLAGE,,Cypress North,13 - Cypress-Fairbanks,HAMILTON ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CY-FAIR HIGH SCHOOL,3554,$77.24,$73.86,10664,,,,1998,4,4,0,4,13,1,2,False,,False,2,Traditional,188,188,MYCR01,My Castle Realty,gbisha,Gary Bisha,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,06/26/2009 12:00:00 AM
48719704,Single-Family,Sold,1010,W 16th,,Houston,77008,Harris,$269000,$261000,01/15/2010 12:00:00 AM,9,SHADY ACRES,,Heights/Greater Heights,27 - Houston,LOVE ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (HOUSTON),WALTRIP HIGH SCHOOL,1463,$183.87,$178.40,3158,,,,2003,3,2,1,2.1,8,,2,False,,False,2,Traditional,41,41,RMXM01,RE/MAX Metro,AFRIEZE,Allen Frieze,ARGP01,Asset Realty Group,dsung,David Sung,,,11/06/2009 12:00:00 AM
31567032,Single-Family,Sold,12403,Scherer Woods,,Tomball,77377,Harris,$283537,$260853,01/21/2010 12:00:00 AM,35,TREELINE,,Tomball South/Lakewood,53 - Tomball,WILLOW CREEK ELEMENTARY SCHOOL (TOMBALL),WILLOW WOOD JUNIOR HIGH SCHOOL,TOMBALL MEMORIAL H S,2742,$103.41,$95.13,,,,,2009,4,3,1,3.1,9,1,1,True,To Be Built/Under Construction,False,2,Traditional,76,76,RMXF01,RE/MAX Fry Road,ROTHCHIL,Joe Rothchild,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,11/06/2009 12:00:00 AM
74196714,Single-Family,Sold,99,Rocky Point,,The Woodlands,77389,Harris,$299965,$260280,01/29/2010 12:00:00 AM,14,Creekside ,The Woodlands,The Woodlands,53 - Tomball,CREEKSIDE FOREST ELEMENTARY SCHOOL,TOMBALL JUNIOR HIGH SCHOOL,TOMBALL HIGH SCHOOL,2748,$109.16,$94.72,7894,,,,2009,4,3,1,3.1,13,,2,True,To Be Built/Under Construction,False,2,Traditional,12,12,ELTE02,Century 21 Showcase The Woodlands,PATTON,Laura Patton,COLD09,"Coldwell Banker United, REALTORS",BERRYB,Beverly Berry,,,11/09/2009 12:00:00 AM
2757849,Single-Family,Sold,14907,Golden Hawk,,Cypress,77433,Harris,$268998,$260000,01/11/2010 12:00:00 AM,35,Fairfield,Fairfield,Cypress South,13 - Cypress-Fairbanks,POPE ELEMENTARY SCHOOL (CYPRESS-FAIRBANKS),SMITH MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CYPRESS RANCH HIGH SCHOOL,3346,$80.39,$77.70,,,,,2009,4,3,1,3.1,11,1,1.5,True,To Be Built/Under Construction,False,3,Traditional,73,332,MASN01,Maison Realty,ANGEL,Angel Webb,RMRC01,RE/MAX Realty Center,SDETRICK,Sharon Detrick,,,10/05/2009 12:00:00 AM
3250541,Single-Family,Sold,13319,Barbstone,,Houston,77044,Harris,$258660,$260000,01/19/2010 12:00:00 AM,1,Summerwood,Summerwood,Summerwood/Lakeshore,29 - Humble,SUMMERWOOD ELEMENTARY SCHOOL,WOODCREEK MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,4311,$60.00,$60.31,11485,,,,2001,5,4,1,4.1,13,1,2,False,,False,2,Traditional,153,153,TDSR01,Trend Setter Realty,QuNguye,Quy Nguyen,RMAE01,RE/MAX East,TINAW,Tina Whalen,,,06/14/2009 12:00:00 AM
6168916,Single-Family,Sold,19306,Country Village,,Spring,77388,Harris,$259985,$259985,01/22/2010 12:00:00 AM,13,COUNTRY LAKE ESTATES,,Spring/Klein,32 - Klein,KUEHNLE ELEMENTARY SCHOOL,STRACK INTERMEDIATE SCHOOL,KLEIN COLLINS HIGH SCHOOL,3539,$73.46,$73.46,8451,,,,2005,5,4,0,4,13,1,2,False,,False,3,Traditional,24,24,RMLY01,RE/MAX Integrity,VILLAREA,Ruben Villarreal,KIMW01,RE/MAX  All Stars,MVD,Megan Donaldson,,,11/29/2009 12:00:00 AM
1886794,Single-Family,Sold,14311,Prosper Ridge,,Cypress,77429,Harris,$349990,$259079,01/07/2010 12:00:00 AM,10,Stillwater Village,,Cypress North,13 - Cypress-Fairbanks,HAMILTON ELEMENTARY SCHOOL,HAMILTON MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CY-FAIR HIGH SCHOOL,3785,$92.47,$68.45,10827,,,,2006,4,3,1,3.1,11,2,2,True,Never Lived In,False,2,Traditional,45,45,DARL01,"Darling Homes of Texas, LLC",DARLING,Edwin Delzell,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,10/05/2009 12:00:00 AM
81096846,Single-Family,Sold,5755,Creekbend,,Houston,77096,Harris,$269900,$259000,01/20/2010 12:00:00 AM,20,PARKWEST 2,,Brays Oaks,27 - Houston,PARKER ELEMENTARY SCHOOL (HOUSTON),MEYERLAND MIDDLE SCHOOL,WESTBURY HIGH SCHOOL,2270,$118.90,$114.10,9600,,,,1963,4,2,0,2,12,1,1,False,,False,2,Traditional,35,35,TREE01,Oakington Realty,kleiman,Steven Kleiman,COLD06,"Coldwell Banker United, REALTORS",MARKX,Mark Schoneman,,,11/24/2009 12:00:00 AM
69319839,Single-Family,Sold,11022,Lark Brook,,Houston,77065,Harris,$279950,$259000,01/15/2010 12:00:00 AM,10,WORTHAM ESTATES,,1960/Cypress,13 - Cypress-Fairbanks,ADAM ELEMENTARY SCHOOL,ARNOLD MIDDLE SCHOOL,CY-FAIR HIGH SCHOOL,3774,$74.18,$68.63,9052,,,,1996,4,3,1,3.1,13,1,2,False,,True,3,Traditional,5,5,RMXG01,RE/MAX Professional Group,FLORYD,David Flory,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,11/13/2009 12:00:00 AM
39251485,Single-Family,Sold,4009,Alba,,Houston,77018,Harris,$260000,$258500,01/26/2010 12:00:00 AM,9,OAK GROVE ESTATES,,Oak Forest East Area,27 - Houston,GARDEN OAKS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2001,$129.94,$129.19,1760,,,,2005,4,3,1,3.1,10,1,2,False,,False,2,French,11,166,KWHM01,Keller Williams Realty Metropolitan,renesorola,Rene Sorola,URBN01,Urban Living,UGODON,Duong Ngo,,,12/13/2009 12:00:00 AM
55190957,Single-Family,Sold,3416,Cortona,,Friendswood,77546,Harris,$269500,$258000,01/29/2010 12:00:00 AM,7,Terra Bella,,Friendswood,9 - Clear Creek,LANDOLT ELEMENTARY SCHOOL,BROOKSIDE INTERMEDIATE SCHOOL,CLEAR SPRINGS HIGH SCHOOL,2951,$91.32,$87.43,5000,,,,2008,3,2,1,2.1,10,1,2,False,,False,2,Mediterranean,35,139,RAMX01,"REPA, LLC",NWHMTD,Terry Dawson,RAMX03,Re/Max Select I,Chantai,Chantai Brewer,,,08/05/2009 12:00:00 AM
94833034,Single-Family,Sold,8418,Cape Royal,,Cypress,77433,Harris,$271955,$257436,01/27/2010 12:00:00 AM,25,Canyon Lakes West,Canyon Lakes West,Cypress South,13 - Cypress-Fairbanks,POSTMA ELEMENTARY SCHOOL,ANTHONY MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CYPRESS SPRINGS HIGH SCHOOL,3470,$78.37,$74.19,,,,,2009,4,3,1,3.1,12,1,2,True,Never Lived In,False,3,Traditional,190,190,RELM06,Realm Real Estate Professional,GAYLA,Gayla Gayden,GGPR02,BHGRE Gary Greene,PEAKPHY,Phyllis Peak,,,07/05/2009 12:00:00 AM
4524738,Single-Family,Sold,21735,Flecherwood,,Spring,77388,Harris,$281115,$257315,01/08/2010 12:00:00 AM,14,Northcrest Village,,Spring/Klein,32 - Klein,MUELLER ELEMENTARY SCHOOL,HILDEBRANDT INTERMEDIATE SCHOOL,KLEIN OAK HIGH SCHOOL,3749,$74.98,$68.64,9000,,,,2009,4,3,1,3.1,13,1,2,True,Never Lived In,False,2,Traditional,404,404,RELM06,Realm Real Estate Professional,GAYLA,Gayla Gayden,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,10/30/2008 12:00:00 AM
20670567,Single-Family,Sold,14607,Carolina Hollow,,Houston,77044,Harris,$259990,$256803,01/26/2010 12:00:00 AM,1,Summerwood,Summerwood,Summerwood/Lakeshore,29 - Humble,LAKESHORE ELEMENTARY SCHOOL,WOODCREEK MIDDLE SCHOOL,SUMMER CREEK HIGH SCHOOL,3218,$80.79,$79.80,8018,,,,2009,4,3,1,3.1,11,1,2,True,To Be Built/Under Construction,False,2,Traditional,142,142,LENR01,Lennar Homes/Village Builders,MILLERW,Wendell Miller,LAVN01,Clark Warthen Properties,LILLIAN,Lillian Lavine,,,08/19/2009 12:00:00 AM
91222658,Single-Family,Sold,4307,Meyerwood,,Houston,77096,Harris,$265000,$255000,01/26/2010 12:00:00 AM,17,WILLOW MEADOWS 15,,Willow Meadows Area,27 - Houston,RED ELEMENTARY SCHOOL,MEYERLAND MIDDLE SCHOOL,BELLAIRE HIGH SCHOOL,2151,$123.20,$118.55,9000,,,,1960,4,2,0,2,11,,1,False,,False,2,Traditional,7,7,GGPR29,BHGRE Gary Greene,JFLOYD,Julia Floyd,KWHM01,Keller Williams Realty Metropolitan,TIERMANJ,Jessica Tierman,,,12/07/2009 12:00:00 AM
96250898,Single-Family,Sold,1310,Sycamore,,Kingwood,77339,Harris,$284000,$255000,01/29/2010 12:00:00 AM,32,FOREST COVE,,Kingwood West,29 - Humble,FOSTER ELEMENTARY SCHOOL (HUMBLE),KINGWOOD MIDDLE SCHOOL,KINGWOOD PARK HIGH SCHOOL,3200,$88.75,$79.69,52440,,,,1974,5,4,1,4.1,11,1,1,False,,False,2,Traditional,67,67,SCHR01,Showcase Homes Realty,BREN,Brenda Stephens,SCHR01,Showcase Homes Realty,BREN,Brenda Stephens,,,11/11/2009 12:00:00 AM
85503954,Single-Family,Sold,17830,Oak Park Bend,,Cypress,77433,Harris,$259900,$255000,01/29/2010 12:00:00 AM,25,LONE OAK VILLAGE SEC 03,,Cypress South,13 - Cypress-Fairbanks,POSTMA ELEMENTARY SCHOOL,ANTHONY MIDDLE SCHOOL (CYPRESS-FAIRBANKS),CYPRESS SPRINGS HIGH SCHOOL,3580,$72.60,$71.23,10666,,,,2004,5,3,1,3.1,13,1,2,False,,True,3,Traditional,58,58,RMNW01,"RE/MAX Northwest, REALTORS",LHUDGENS,Lisa Hudgens,SUAN02,Berkshire Hathaway HomeService Anderson Properties,EFFERSON,Pamela Efferson,,,11/06/2009 12:00:00 AM
4221416,Single-Family,Sold,1806,Elk River,,Houston,77090,Harris,$265000,$255000,01/25/2010 12:00:00 AM,13,PONDEROSA TRAILS 2,,1960/Cypress Creek North,48 - Spring,PONDEROSA ELEMENTARY SCHOOL,BAMMEL MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,4814,$55.05,$52.97,18444,,,,1991,5,5,2,5.2,15,2,2,False,,True,2,Other Style,32,378,RMNW01,"RE/MAX Northwest, REALTORS",BEECOTE,Belinda Cote,TDSR01,Trend Setter Realty,MIM,Mohammad Mojaddedi,,,11/06/2009 12:00:00 AM
33689725,Single-Family,Sold,6264,San Felipe,,Houston,77057,Harris,$289000,$255000,01/15/2010 12:00:00 AM,22,BRIARGROVE,,Briargrove,27 - Houston,BRIARGROVE ELEMENTARY SCHOOL,TANGLEWOOD MIDDLE SCHOOL,WISDOM HIGH SCHOOL,1911,$151.23,$133.44,9775,,,,1965,3,2,0,2,9,,1,False,,False,2,Traditional,50,50,GGPR29,BHGRE Gary Greene,LUKEZ,"Lynn Zarr, Jr.",HMTQ01,Hometeq Real Estate,santadan,Danh Pham,,,10/29/2009 12:00:00 AM
30304828,Single-Family,Sold,1203,Sherwood Forest Glen,,Houston,77043,Harris,$289000,$254000,01/29/2010 12:00:00 AM,24,SHERWOOD FOREST GLEN PAR R/P,,Spring Branch,49 - Spring Branch,SHERWOOD ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2307,$125.27,$110.10,2193,,,,2005,4,3,1,3.1,8,0,3,False,,False,2,"Mediterranean, Traditional",153,153,GGPR04,BHGRE Gary Greene,AKUNCO,Ashley Kunco,SANC01,Americana Realty Services,HUGOS,Hugo Sanchez,,,07/22/2009 12:00:00 AM
20318880,Single-Family,Sold,16303,Glacier Brook,,Houston,77059,Harris,$253500,$253500,01/29/2010 12:00:00 AM,7,BROOKWOOD SEC 2,Clear Lake City,Clear Lake Area,9 - Clear Creek,BROOKWOOD ELEMENTARY SCHOOL,SPACE CENTER INTERMEDIATE SCHOOL,CLEAR LAKE HIGH SCHOOL,3481,$72.82,$72.82,13693,,,,1991,5,3,1,3.1,14,1,2,False,,False,3,Traditional,102,102,RMFS01,RE/MAX 1st Source,BARR,Nancy Barr,utxr01,"UTR TEXAS, REALTORS",LIUC,Caroline Liu,,,09/03/2009 12:00:00 AM
32158300,Single-Family,Sold,1811,Radcliffe,,Houston,77007,Harris,$249900,$253400,01/12/2010 12:00:00 AM,16,Riverway Court,,Rice Military/Washington Corridor,27 - Houston,MEMORIAL ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),LAMAR HIGH SCHOOL (HOUSTON),1602,$155.99,$158.18,,,,,2009,2,2,1,2.1,7,,2,True,To Be Built/Under Construction,False,2,Contemporary/Modern,34,101,GKGK01,George Kawaja,KAWAJAG,George Kawaja,KWNW02,Keller Williams Realty Greater Northwest,PELAURE,Rochelle Jones,,,11/05/2009 12:00:00 AM
93233703,Single-Family,Sold,1510,Kempsford,,Katy,77450,Harris,$267000,$252000,01/05/2010 12:00:00 AM,36,NOTTINGHAM COUNTRY,,Katy - Southeast,30 - Katy,NOTTINGHAM COUNTRY ELEMENTARY SCHOOL,MEMORIAL PARKWAY JUNIOR HIGH SCHOOL,TAYLOR HIGH SCHOOL (KATY),3122,$85.52,$80.72,8174,,,,1980,4,2,1,2.1,11,1,2,False,,True,3,Traditional,162,162,RMXF01,RE/MAX Fry Road,ROTHCHIL,Joe Rothchild,TOMA01,Texas Land,txland,Tom Alexander,,,07/07/2009 12:00:00 AM
97218142,Single-Family,Sold,2006,Castlerock,,Houston,77090,Harris,$249900,$251000,01/26/2010 12:00:00 AM,13,Ponderosa Forest,,1960/Cypress Creek North,48 - Spring,PONDEROSA ELEMENTARY SCHOOL,BAMMEL MIDDLE SCHOOL,WESTFIELD HIGH SCHOOL,3526,$70.87,$71.19,10049,,,,1999,4,3,1,3.1,11,1,2,False,,False,2,Colonial,35,228,KWWD01,Keller Williams Realty The Woodlands,ASIMMONS,Arlene Simmons,RMXJ01,Texas Real Estate Pro,HOUSTONL,Lori Houston,,,10/06/2009 12:00:00 AM
50184980,Single-Family,Sold,4319,Stanford,,Houston,77006,Harris,$245000,$250500,01/19/2010 12:00:00 AM,16,NOT CODED,,Montrose,27 - Houston,MACGREGOR ELEMENTARY SCHOOL,GREGORY-LINCOLN MIDDLE SCHOOL,LAMAR HIGH SCHOOL (HOUSTON),2326,$49.00,$107.70,5000,,,,1936,3,2,1,2.1,10,2,2,False,,False,2,Traditional,9,9,COLD06,"Coldwell Banker United, REALTORS",DMY,David M Young,DERR01,Demeria Roberts Realty,BESZBORR,Robert Beszborn,,,09/21/2009 12:00:00 AM
90885894,Single-Family,Sold,4418,Beacon Hill,,Seabrook,77586,Harris,$289900,$250000,01/11/2010 12:00:00 AM,7,MENARD UNR RITSON MORRIS ,,Clear Lake Area,9 - Clear Creek,ROBINSON ELEMENTARY SCHOOL (CLEAR CREEK),SEABROOK INTERMEDIATE SCHOOL,CLEAR FALLS HIGH SCHOOL,1820,$159.29,$137.36,21606,0.496,,,1973,2,2,1,2.1,7,1,1,False,,False,2,Traditional,112,112,GGPR05,BHGRE Gary Greene,byous,William Byous,GGPR05,BHGRE Gary Greene,HOOKERRL,Raymond Hooker,,,07/29/2009 12:00:00 AM
83923694,Single-Family,Sold,14003,Pebblebrook,,Houston,77079,Harris,$274000,$250000,01/08/2010 12:00:00 AM,23,NOTTINGHAM Sec 3,,Memorial West,49 - Spring Branch,WILCHESTER ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2722,$100.66,$91.84,9200,,,,1963,4,2,1,2.1,11,1,2,False,,False,2,Traditional,177,212,PWPR01,Peggy West Properties,WESTP,Peggy West,KWPR01,Keller Williams Professionals,CAMRON,Rocky Mitchell,,,06/13/2009 12:00:00 AM
6533857,Single-Family,Sold,7403,Pine Arrow,,Humble,77346,Harris,$259900,$250000,01/22/2010 12:00:00 AM,1,KINGS RIVER VILLAGE SEC 10,Kingwood,Kingwood South,29 - Humble,PINEFOREST ELEMENTARY SCHOOL,CREEKWOOD MIDDLE SCHOOL,KINGWOOD HIGH SCHOOL,3213,$80.89,$77.81,8910,,,,2002,4,3,1,3.1,12,1,2,False,,False,3,Traditional,321,321,KWNE01,Keller Williams Realty Northeast,jennybc,Jenny Carroll,CVNT01,Covenant Realty,KINGLENO,Lenora King,,,01/22/2009 12:00:00 AM
90756839,Single-Family,Sold,18107,Billabong Crescent,,Cypress,77429,Harris,$249500,$249500,01/21/2010 12:00:00 AM,35,SYDNEY HARBOUR SEC 1,,Cypress North,13 - Cypress-Fairbanks,FARNEY ELEMENTARY SCHOOL,GOODSON MIDDLE SCHOOL,CYPRESS WOODS HIGH SCHOOL,3088,$80.80,$80.80,7150,,,,2004,4,3,1,3.1,11,1,2,False,,False,2,Traditional,41,41,KWHM01,Keller Williams Realty Metropolitan,HEATHERS,Heather Walker,HLXP01,Houston's Luxury Properties,EIJA,Eija Watson,,,10/21/2009 12:00:00 AM
1614234,Single-Family,Sold,14626,Broadgreen,,Houston,77079,Harris,$240000,$247200,01/15/2010 12:00:00 AM,23,WESTCHESTER 2,,Memorial West,49 - Spring Branch,NOTTINGHAM ELEMENTARY SCHOOL,SPRING FOREST MIDDLE SCHOOL,STRATFORD HIGH SCHOOL (SPRING BRANCH),2514,$95.47,$98.33,9520,,,,1972,5,2,1,2.1,12,1,1.5,False,,False,2,Traditional,96,96,GKPI02,Greenwood King Properties,CSIMPSON,Clinton Simpson,RMPO01,360 Property Agency,LDINH,Lisa Dinh,,,09/04/2009 12:00:00 AM
13242654,Single-Family,Sold,1610,Ennis,,Houston,77003,Harris,$259900,$245373,01/29/2010 12:00:00 AM,4,Leeland Gardens,,East End Revitalized,27 - Houston,,NAVARRO MIDDLE SCHOOL (HOUSTON),WHEATLEY HIGH SCHOOL,1730,$150.23,$141.83,1730,,,,2009,3,3,0,3,8,0,3,True,Never Lived In,False,2,Traditional,126,126,HHNH01,HHN Homes,CTHHN,Craig Taylor,KWPT01,Keller Williams Realty,MCCRAY,Christina McCray,,,08/19/2009 12:00:00 AM
11544647,Single-Family,Sold,18122,Hampton,,Spring,77379,Harris,$243500,$245000,01/04/2010 12:00:00 AM,13,WILLOWICK FOREST,,Champions Area,13 - Cypress-Fairbanks,EHRHARDT ELEMENTARY SCHOOL,DOERRE INTERMEDIATE SCHOOL,KLEIN HIGH SCHOOL,3837,$63.46,$63.85,,,,,2002,5,3,1,3.1,8,,2,False,,False,3,Traditional,8,8,AMIH01,A.M. Real Estate,ELLISBEC,Becky Ellis,RMXF01,RE/MAX Fry Road,KARAPASK,Karen Karapasha,,,11/12/2009 12:00:00 AM
75223104,Single-Family,Sold,18926,Emery,,Tomball,77377,Harris,$253990,$243990,01/28/2010 12:00:00 AM,35,VILLAGES OF NORTHPOINTE,,Tomball South/Lakewood,53 - Tomball,CANYON POINTE ELEMENTARY SCHOOL,WILLOW WOOD JUNIOR HIGH SCHOOL,TOMBALL MEMORIAL H S,2665,$95.31,$91.55,,,,,2009,3,2,0,2,11,2,1,True,Never Lived In,False,2,Traditional,121,121,WEEK01,Weekley Properties Beverly Bradley,ALICIAB,Beverly Bradley,nonmls,Non-MLS,nonmls,Non-MLS Agent,,,08/04/2009 12:00:00 AM
77004250,Single-Family,Sold,4043,Buckeye,,Kingwood,77339,Harris,$249900,$243000,01/27/2010 12:00:00 AM,32,KINGS CROSSING,Kingwood,Kingwood West,29 - Humble,GREENTREE ELEMENTARY SCHOOL,CREEKWOOD MIDDLE SCHOOL,KINGWOOD HIGH SCHOOL,2355,$106.11,$103.18,10288,,,,1991,2,2,0,2,9,1,1,False,,True,2,Traditional,17,17,KWNE01,Keller Williams Realty Northeast,LINDAC,Linda Coburn,RMXX01,RE/MAX Associates Northeast,PAULL,Billy Dawson,,,12/18/2009 12:00:00 AM
58011951,Single-Family,Sold,945,Bayland,,Houston,77009,Harris,$229980,$242480,01/29/2010 12:00:00 AM,9,WOODSON PLACE,,Heights/Greater Heights,27 - Houston,TRAVIS ELEMENTARY SCHOOL (HOUSTON),HOGG MIDDLE SCHOOL (HOUSTON),HEIGHTS HIGH SCHOOL,1218,$188.82,$199.08,5000,,,,1920,2,1,0,1,4,,1,False,,False,1,Other Style,3,3,SUAN02,Berkshire Hathaway HomeService Anderson Properties,ZEPEDAA,Alma Zepeda,GKPI01,Greenwood King Properties,ginnya,Virginia Andrews Jackson,,,12/28/2009 12:00:00 AM
97987904,Single-Family,Sold,2913,Becca,,Houston,77092,Harris,$250000,$242000,01/22/2010 12:00:00 AM,9,WOODBEND GROVE,,Oak Forest West Area,27 - Houston,STEVENS ELEMENTARY SCHOOL,BLACK MIDDLE SCHOOL,WALTRIP HIGH SCHOOL,2124,$117.70,$113.94,3440,,,,2002,3,2,1,2.1,9,1,2,False,,False,2,Traditional,49,49,GGPR29,BHGRE Gary Greene,rray,Richard Ray,ETXP01,Elite Texas Properties,njluton,Nick Luton,,,10/29/2009 12:00:00 AM
